"CLAVE
ENTIDAD","NOMBRE
ENTIDAD","CLAVE
DISTRITO",CABECERA DISTRITAL,"CLAVE
MUNICIPIO","NOMBRE
MUNICIPIO",SECCION,"PADRON
HOMBRES","PADRON
MUJERES","PADRON
NO BINARIO","PADRON
ELECTORAL","LISTA
HOMBRES","LISTA
MUJERES","LISTA
NO BINARIO","LISTA
NOMINAL"
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,564,1077,1168,0,2245,1068,1158,0,2226
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,565,902,949,0,1851,884,941,0,1825
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,566,803,798,0,1601,788,788,0,1576
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,567,759,816,0,1575,751,806,0,1557
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,568,845,952,0,1797,834,943,0,1777
29,TLAXCALA,3,ZACATELCO                                         ,41,PAPALOTLA DE XICOHTENCATL,569,601,663,0,1264,592,649,0,1241
29,TLAXCALA,3,ZACATELCO                                         ,42,XICOHTZINCO,570,1410,1678,0,3088,1393,1655,0,3048
29,TLAXCALA,3,ZACATELCO                                         ,42,XICOHTZINCO,571,855,983,0,1838,840,973,0,1813
29,TLAXCALA,3,ZACATELCO                                         ,42,XICOHTZINCO,572,977,1063,0,2040,962,1046,0,2008
29,TLAXCALA,3,ZACATELCO                                         ,42,XICOHTZINCO,573,933,1083,0,2016,915,1063,0,1978
29,TLAXCALA,3,ZACATELCO                                         ,42,XICOHTZINCO,574,1582,1844,0,3426,1557,1819,0,3376
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,588,650,763,0,1413,644,754,0,1398
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,589,1241,1329,0,2570,1228,1321,0,2549
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,590,1871,2043,0,3914,1851,2027,0,3878
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,591,1309,1391,0,2700,1298,1379,0,2677
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,592,1970,2203,0,4173,1946,2181,0,4127
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,593,1187,1356,0,2543,1171,1337,0,2508
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,594,1233,1397,0,2630,1220,1380,0,2600
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,595,1162,1286,0,2448,1150,1275,0,2425
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,596,637,761,0,1398,633,756,0,1389
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,597,910,1016,0,1926,904,1005,0,1909
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,598,1155,1313,0,2468,1144,1304,0,2448
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,599,1535,1677,0,3212,1514,1662,0,3176
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,600,1739,2036,0,3775,1715,2016,0,3731
29,TLAXCALA,3,ZACATELCO                                         ,44,ZACATELCO,601,1384,1560,0,2944,1369,1547,0,2916
29,TLAXCALA,3,ZACATELCO                                         ,46,SANTA CRUZ QUILEHTLA,313,1014,1130,0,2144,1002,1119,0,2121
29,TLAXCALA,3,ZACATELCO                                         ,46,SANTA CRUZ QUILEHTLA,314,1012,1106,0,2118,997,1100,0,2097
29,TLAXCALA,3,ZACATELCO                                         ,46,SANTA CRUZ QUILEHTLA,315,833,879,0,1712,823,872,0,1695
29,TLAXCALA,3,ZACATELCO                                         ,47,SAN JUAN HUACTZINCO,395,1555,1798,0,3353,1537,1771,0,3308
29,TLAXCALA,3,ZACATELCO                                         ,47,SAN JUAN HUACTZINCO,396,1250,1457,0,2707,1238,1435,0,2673
29,TLAXCALA,3,ZACATELCO                                         ,48,SANTA CATARINA AYOMETLA,602,1008,1149,0,2157,1000,1137,0,2137
29,TLAXCALA,3,ZACATELCO                                         ,48,SANTA CATARINA AYOMETLA,603,709,799,0,1508,703,792,0,1495
29,TLAXCALA,3,ZACATELCO                                         ,48,SANTA CATARINA AYOMETLA,604,1390,1547,0,2937,1365,1537,0,2902
29,TLAXCALA,3,ZACATELCO                                         ,48,SANTA CATARINA AYOMETLA,605,620,662,0,1282,616,654,0,1270
29,TLAXCALA,3,ZACATELCO                                         ,49,SANTA ISABEL XILOXOXTLA,391,984,1075,0,2059,968,1066,0,2034
29,TLAXCALA,3,ZACATELCO                                         ,49,SANTA ISABEL XILOXOXTLA,392,824,915,0,1739,812,901,0,1713
29,TLAXCALA,3,ZACATELCO                                         ,51,SAN FRANCISCO TETLANOHCAN,158,1667,1816,0,3483,1646,1802,0,3448
29,TLAXCALA,3,ZACATELCO                                         ,51,SAN FRANCISCO TETLANOHCAN,159,1243,1368,0,2611,1227,1355,0,2582
29,TLAXCALA,3,ZACATELCO                                         ,51,SAN FRANCISCO TETLANOHCAN,160,1389,1653,0,3042,1365,1618,0,2983
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,152,1785,1996,0,3781,1744,1965,0,3709
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,153,812,950,0,1762,798,941,0,1739
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,154,980,1143,0,2123,967,1127,0,2094
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,155,1061,1246,0,2307,1049,1234,0,2283
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,646,1041,1127,0,2168,1023,1110,0,2133
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,647,878,947,0,1825,860,931,0,1791
29,TLAXCALA,3,ZACATELCO                                         ,52,LA MAGDALENA TLALTELULCO,648,906,996,0,1902,892,985,0,1877
29,TLAXCALA,3,ZACATELCO                                         ,56,SAN JERONIMO ZACUALPAN,432,662,811,0,1473,654,806,0,1460
29,TLAXCALA,3,ZACATELCO                                         ,56,SAN JERONIMO ZACUALPAN,433,880,987,0,1867,871,976,0,1847
29,TLAXCALA,3,ZACATELCO                                         ,59,SAN LORENZO AXOCOMANITLA,586,1074,1230,0,2304,1063,1212,0,2275
29,TLAXCALA,3,ZACATELCO                                         ,59,SAN LORENZO AXOCOMANITLA,587,959,1058,0,2017,949,1043,0,1992
